1***u,2017-04-22 13:02:13,暂时用着还可以
罗***0,2017-04-22 09:53:33,跟描述的差不多
a***0,2017-04-22 00:55:12,此用户没有填写评论!
t***0,2017-04-21 21:15:58,还可以，暂时不卡
王***8,2017-04-21 21:10:35,此用户没有填写评论!
施***瑶,2017-04-21 18:04:59,此用户没有填写评论!
唐***鸿,2017-04-21 15:32:08,机子不错，还担心没在实体店里买的好呢~旗舰店里的东西就是好，电池也耐用，赠品很多，都很好，一次很满意的网购~
q***5,2017-04-21 12:28:42,此用户没有填写评论!
x***1,2017-04-21 10:03:07,用了10几天，手机用的很流畅，就是感觉反应速度不够快，送的机套很好，就是太滑，如果是磨砂的应该会好很多。就手机的总体体验还是不错的。另外就是快递方面特别慢，到了最后10几公里要我等了一个星期，感觉很不爽，耽误我的时间。最后就是服员太度很好，有什么问题都会跟我解释清楚。虽然我现在不记得是那几个人，在这里还是谢谢你们。
t***2,2017-04-21 09:47:30,此用户没有填写评论!
y***8,2017-04-20 19:11:17,满意的购物，物流速度依旧很快，机器看起来没拆封，送的东西够多，机器使用后在做评价
t***8,2017-04-20 18:18:20,此用户没有填写评论!
t***8,2017-04-20 18:18:20,此用户没有填写评论!
龙***龙,2017-04-20 17:33:03,此用户没有填写评论!
龙***龙,2017-04-20 17:33:03,此用户没有填写评论!
星***岛,2017-04-20 16:49:51,手机真的很无赖，什么鬼蓝色差大到恶心，像素号称1600万，感觉回到早期的30万像素&hellip;&hellip;以前都盛传三星好看不中用，这次我真心相信了，而且也是丑爆了
阳***1,2017-04-20 13:21:28,此用户没有填写评论!
阳***1,2017-04-20 13:21:28,此用户没有填写评论!
z***8,2017-04-20 13:14:05,还可以吧！送的钢化膜简直垃圾，贴上手机不够透明清晰，果断撕下换上自己买的钢化膜！其它的还可以吧！好评！
李***7,2017-04-20 12:55:57,此用户没有填写评论!
李***7,2017-04-20 12:55:57,此用户没有填写评论!
富***部,2017-04-20 10:18:40,用起来挺好
l***p,2017-04-20 00:09:08,用着感觉不错，随机的赠品也比较实用，很愉快的一次购物。喜欢三星
s***1,2017-04-19 21:33:04,此用户没有填写评论!
s***1,2017-04-19 21:33:04,此用户没有填写评论!
周***子,2017-04-19 21:23:23,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>
t***3,2017-04-19 17:30:56,刚接到手机，感觉很是喜欢，外表精致，关于使用方面感觉以后再评价。
盛***7,2017-04-19 16:28:06,此用户没有填写评论!
盛***7,2017-04-19 16:28:06,此用户没有填写评论!
妩***4,2017-04-19 15:52:50,手机卖的贵了，比实体店贵，送的东西有破损也不补货！
b***c,2017-04-19 15:44:01,此用户没有填写评论!
b***c,2017-04-19 15:44:01,此用户没有填写评论!
清***4,2017-04-19 14:54:02,手机收到，熟悉的界面，流畅的运行！
l***6,2017-04-19 08:53:08,1.手机ui和360有冲突，有时候打开360的时候系统会自动重启。2.打开aqq速度太慢，比500块钱的大神手机都要慢。3.电池不耐用，52%的电看两集电视剧就只有11%了。4.送的礼品卡用不了，手机刚开箱就被绑定了手机号，关键是手机号还不是我的，礼品卡没办法验证。5.手机终于不会发烫了，很好。综合来说给4分不过分吧
雷***事,2017-04-19 08:39:43,此用户没有填写评论!
雷***事,2017-04-19 08:39:43,此用户没有填写评论!
今***笑,2017-04-19 08:00:02,很满意
今***笑,2017-04-19 08:00:02,很满意
t***8,2017-04-19 07:10:54,手机现在用了差不多十天了，感觉比以前买的三星要好的多，不卡，反应快
l***g,2017-04-18 21:37:07,目前为止喜欢。没出什么问题。物流给力!
2***i,2017-04-18 15:29:12,暂时感觉各方面还可以  先用着试试看  送的东西都还比较实用
1***g,2017-04-18 15:28:55,此用户没有填写评论!
1***g,2017-04-18 15:28:55,此用户没有填写评论!
小***5,2017-04-18 09:01:03,手机很好，很满意，送的东西都不错，手机自带的膜也很好用
不***迹,2017-04-18 07:39:31,给我家那位买的，他说很好用，网速又快。电池也耐用，是正品。
诺***y,2017-04-18 07:24:57,此用户没有填写评论!
诺***y,2017-04-18 07:24:57,此用户没有填写评论!
初***岚,2017-04-17 21:52:48,此用户没有填写评论!
初***岚,2017-04-17 21:52:48,此用户没有填写评论!
冉***乖,2017-04-17 20:16:34,此用户没有填写评论!
冉***乖,2017-04-17 20:16:34,此用户没有填写评论!
g***9,2017-04-17 17:07:21,很好 很流畅 很强 中度使用还能坚持2天，确实不错。 速度很快，1个小时基本就能充满。 好
t***0,2017-04-17 13:58:32,已经收到了，使用了几天，除指纹解锁有问题，其他还行，又不支持七天退货，跟客服说这个情况，客服说必须去售后检测，上班没时间去就算了，以后也不会再买了
m***2,2017-04-17 13:51:41,此用户没有填写评论!
m***2,2017-04-17 13:51:41,此用户没有填写评论!
啦***理,2017-04-17 13:04:03,手机比我之前的小米改会发烫。刚开始耗电很慢，后来就快了（从来没有边充电边玩过）。有时也会卡，有时插入耳机没有声音！外观很好，特别薄，边框宰，屏幕画面很漂亮。不过建议买三星还是买旗舰机好，不然还是支持国货吧，小米很不错！
t***0,2017-04-17 12:34:05,此用户没有填写评论!
t***0,2017-04-17 12:34:05,此用户没有填写评论!
谢***8,2017-04-17 12:07:55,好看
谢***8,2017-04-17 12:07:55,好看
小***额,2017-04-17 10:26:55,用着很好
a***9,2017-04-16 22:29:51,手机不错，很满意
刘***4,2017-04-16 19:35:13,充电速度很快，手机很好的，5.7寸刚刚好，手机很薄，拿着很舒服，按键很灵敏，这个屏幕大小刚刚好的，分辨率也很好，关键是电池很耐用，像我这种不太玩的人来说，充一次电可以用两天。发货很快！到货就用了，送的赠品手机壳！手感很好。 续航能力很强2到3天 操作很流畅 一点就开 音质很好听 拍照效果不错 客服服务也很好
帕***辉,2017-04-16 17:04:28,此用户没有填写评论!
帕***辉,2017-04-16 17:04:28,此用户没有填写评论!
大***花,2017-04-16 16:10:18,字体好小啊，可以调大标题的字，但内容字体太小，伤眼睛
s***5,2017-04-16 10:42:10,此用户没有填写评论!
s***5,2017-04-16 10:42:10,此用户没有填写评论!
l***4,2017-04-16 01:28:24,好评，
l***4,2017-04-16 01:28:24,好评，
无***0,2017-04-15 18:14:14,我妹用啦这几天说还挺不错的，
步***8,2017-04-15 16:43:24,此用户没有填写评论!
步***8,2017-04-15 16:43:24,此用户没有填写评论!
韦***连,2017-04-15 12:38:36,手机可以啊，现在还没有问题，，， 小沐5分
t***1,2017-04-15 05:01:53,此用户没有填写评论!
t***1,2017-04-15 05:01:53,此用户没有填写评论!
风***9,2017-04-14 22:59:12,666666666666666666，手机真的很6。值了
定***板,2017-04-14 20:40:54,还可以，就是偶尔数据流量开关没反应。
小***咪,2017-04-14 18:22:58,先好评吧，看后续使用如何
z***6,2017-04-14 16:02:15,正在使用中，以后来追加评论
李***兵,2017-04-14 15:24:16,手机出现了点问题，发微信有的时候没有声音，自己说话自己打开也听不见，发给别人也听不见，凑合用吧！
大***4,2017-04-14 14:39:22,手机一般 下载常用软件 运行内存就只剩几百M。。声音有点小  咨询客服没有惊喜，，人家都有礼物送，我的只有一个没有用的手机壳。。。 没有惊喜。。。。
b***0,2017-04-14 14:37:39,很好
b***0,2017-04-14 14:37:39,很好
t***n,2017-04-14 10:18:15,很好。 很好。 很快。 不错，好清晰。 很好。 很好，全都圆满的5分。
刘***5,2017-04-13 23:09:22,用了这么多天才来评论，这手机值得入手?
t***2,2017-04-13 18:22:33,手机收到啦，昨天晚上买的，今天就到了，还送了很多东西（手机反应非常快；很喜欢（赞
独***q,2017-04-13 18:11:17,质量可以
红***柒,2017-04-13 16:08:12,手机是用了一段时间才来评价的！首先发货很快！到货就用了，送的赠品手机壳！手感很好！再说机子！反应很快很流畅，玩游戏也不卡，内存可以，充电很快！充满不玩游戏可以两天！
赤***体,2017-04-13 16:02:00,手机用起来很流畅，相机也还不错，但是屏幕的分辨率稍差，但是一般使用肯定是够了。
n***7,2017-04-13 12:57:18,此用户没有填写评论!
n***7,2017-04-13 12:57:18,此用户没有填写评论!
萌***l,2017-04-13 11:48:09,手机本身还好，只是没有小礼品，说是网页上没写有礼品就没送！！！
b***7,2017-04-13 11:31:27,给妈妈买的手机。她很喜欢。妈妈年龄大了 眼睛不太好。手机大小合适。试用了一星期 很流畅
i***s,2017-04-12 21:13:42,此用户没有填写评论!
i***s,2017-04-12 21:13:42,此用户没有填写评论!
m***2,2017-04-12 19:55:38,很好，颜色很正早上收到，很喜欢，下次一定还来！不错，百搭 发货超快，只是我不在，没能及时签收。赞！！赞！！ 店家货物做工很精美，服务也不错，给好评一个！
